7505507666,2022-07-06 14:57,2001 Jetta TDI 5speed manial,"$2,450", (Union Twp (Hunterdon County)),https://cnj.craigslist.org/cto/d/annandale-2001-jetta-tdi-5speed-manial/7505507666.html,"QR Code Link to This Post
2001 Jetta TDI 5spd manual transmission. Have been driving back and forth to Connecticut for work. Currently driving locally daily.Just passed NJ inspection, good for 2 yearsNew alternator, timing belt due in about 16,000 miles. ABS light on. Needs condenser for AC to workPlease see photos for clarification on body defects:
Hood pins
Replacement front bumper
Dent in driver door
Paint fade on trunkWould trade for golf cart or enclosed trailer
    ",https://images.craigslist.org/00q0q_bp96xUSpliPz_0t20CI_600x450.jpg
7505501089,2022-07-06 14:45,2013 GMC Sierra 3500 SLE HD Crew Cab 4x4 DUALLY DRW Duramax Diesel 4x4 SLE 4dr C,"$34,995", (+ Silk City Auto Mall),https://cnj.craigslist.org/ctd/d/paterson-2013-gmc-sierra-3500-sle-hd/7505501089.html,"QR Code Link to This Post
2013 GMC Sierra 3500 SLE HD Crew Cab 4x4 DUALLY DRW Duramax Diesel 4x4 SLE 4dr Crew Cab DRW
Offered by: Silk City Auto Mall — (866) 692-5152
 — $34,995Silk City Auto Mall
Year: 2013
Make: GMC
Model: Sierra 3500 SLE HD Crew Cab 4x4 DUALLY DRW Duramax Diesel
Series: 4x4 SLE 4dr Crew Cab DRW
VIN: 1GT423C84DF213874
Stock #: 213874
Condition: Used
Mileage: 150,559
Exterior: Onyx Black
Interior: Ebony
Body: Truck
Transmission: Automatic
Engine: Duramax 6.6L Diesel Turbo V8 397hp 765ft. lbs.
Drivetrain: 4wd
🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 --- CALL/TEXT (866) 692-5152 --- 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 
🔹🔹🔹🔹🔷 SILK CITY AUTO MALL - WHERE EVERYONE GETS APPROVED 🔷🔹🔹🔹🔹
☮️ FINANCING FOR EVERY CREDIT SITUATION - GOOD/BAD/NO CREDIT! WE SAY YES WHEN EVERYONE ELSE SAYS NO! 
☮️ REPOs, BANKRUPTCIES, DIVORCE, JUDGEMENTS, LOW CREDIT SCORE, OPEN LOANS - APPROVED!
☮️ UNEMPLOYMENT, SSI, SOC SEC, CHILD SUPPORT, ALIMONY, JOB LETTER, NO D/L - APPROVED!
💥💥💥 FOR INSTANT PRE-APPROVALS GO TO: www.silkcityautomall.com/get-pre-approved 💥💥💥
☮️ WE EVEN OFFER BUY HERE PAY HERE - YOU WILL BE APPROVED!!
☮️ ONLY $600 MONTHLY INCOME REQUIREMENT!
☮️ OVER 250 HAND-PICKED, HIGH-QUALITY, CLEAN VEHICLES TO CHOOSE FROM!
☮️ TRADE-INS WELCOME, WE BUY USED CARS!
☮️ EXTENDED WARRANTIES AVAILABLE! 
🦊 FREE CARFAX REPORT
☮️ CALL, TEXT, OR STOP BY TODAY AND LEAVE IN A NEW VEHICLE WITHIN 1 HOUR!
↪️  VIEW OUR INVENTORY: https://www.silkcityautomall.com/view-inventory
More vehicle details: silk-city-auto-mall.hammerwebsites.net/v/S2reAIg9
Address: 290 Pennsylvania Ave Paterson, NJ 07503
Phone: (866) 692-5152
Website: www.silkcityautomall.com/📲 ☎️ Call or text (866) 692-5152 for quick answers to your questions about this GMC Sierra 3500 SLE HD Crew Cab 4x4 DUALLY DRW Duramax Diesel
Your message will always be answered by a real human — never an automated system.Disclaimer:
Silk City Auto Mall will never sell, share, or spam your mobile number. Standard text messaging rates may apply.
bad credit APPROVED, good credit APPROVED , no credit APPROVED, first time buyers APPROVED, unemployment APPROVED, ssi income APPROVED, disability APPROVED, retired APPROVED, previous repossessions APPROVED, foreclosures APPROVED , cash jobs ALL ARE APPROVED2013 GMC Sierra 3500 SLE HD Crew Cab 4x4 DUALLY DRW Duramax Diesel 4x4 SLE 4dr Crew Cab DRW
1bd9339c7e7e4413af279625c0c6aed4
 ",https://images.craigslist.org/00101_5hALF3dGqXgz_0cU09G_600x450.jpg
7505494651,2022-07-06 14:33,2011 Hyundai Elantra 4dr Sdn Auto Ltd PZEV (Alabama Plant),"$9,480", (union nj),https://cnj.craigslist.org/ctd/d/kenilworth-2011-hyundai-elantra-4dr-sdn/7505494651.html,"QR Code Link to This Post
2011 Hyundai Elantra 4dr Sdn Auto Ltd PZEV (Alabama Plant) - $9,480Year: 2011
Make:Hyundai
Model:Elantra
Trim:4dr Sdn Auto Ltd PZEV (Alabama Plant)
Mileage:94,063
Stock #:BH050203
VIN:5NPDH4AE7BH050203
Trans:Automatic
Color:Black
Vehicle Type:Sedan
State:NJ
Drive Train:FWD
Engine:1.8L DOHC MPFI D-CVVT 16-valve I4 engineNotes
LOOKS AND DRIVES PERFECT IT COMES WITH WARRANTY///EASY FINANCE //CASH//CREDIT CARDS//DEBIT CARDS//CHECKS 908-964-5000Vehicle Options
Air ConditioningChild Safety Door LocksDaytime Running LightsFog LightsRear DefrosterTrip Computer17"" alloy wheels4-wheel disc brakesAdvanced dual front airbags w/occupant classification systemBody-color bumpersBody-color door handlesEmergency trunk releaseFront seat-mounted side airbagsFront stabilizer barFront wheel driveLeather wrapped shift knobLeatherette Door Trim InsertTinted glassTire mobility kit1.8L DOHC MPFI D-CVVT 16-valve I4 engine6-speed automatic transmission w/SHIFTRONICMacPherson strut w/coil springs front suspensionTorsion axle w/coil springs rear suspensionMotor driven pwr steering (MDPS)P215/45R17 Continental tiresPwr tilt/slide sunroofBlack chrome grilleBody-color pwr heated exterior mirrors -inc: turn signal indicator lightsFront intermittent wipersAM/FM stereo w/CD/MP3 player -inc: XM satellite radio, (6) speakers, iPod/USB aux input jacksBluetooth hands-free phone system w/voice recognitionShark-fin antenna60/40 split fold-down heated rear seat -inc: adjustable head restraintsFront passenger seat-back pocketFront/rear door map pocketsCenter console w/storage, sliding center armrestRear center armrest w/cupholdersLower multi-box w/coverInstrumentation -inc: speedometer, tachometer, digital odometer, digital clock, external tempPwr windows w/driver one touch up/downIlluminated visor vanity mirrors w/driver extensionInterior lighting -inc: map lights w/sunglass holder, dome lamp, cargo area light, illuminated ignitionTrunk lid inner coverAnti-lock brakes (ABS) -inc: electronic brake force distribution (EBD), brake assistFront/rear roof-mounted side curtain airbagsBrookside Motors
Fernando marques cell 973-420-55
1030 Springfield Road
Union
NJ
07083
908-964-5000BatchID: AZR5DHVV80ID: 18999545 ",https://images.craigslist.org/00Z0Z_eFAHdBwdwi0z_0kE0fu_600x450.jpg
7505487200,2022-07-06 14:19,2012 Honda civic EX-L Sedan 4D,"$9,900", (union nj),https://cnj.craigslist.org/cto/d/north-brunswick-2012-honda-civic-ex/7505487200.html,"QR Code Link to This Post
Excellent condition 
Clean title
0 accidentsNew Michelin All Season Tires (80k miles warranty from Costco Tire Center)Tune-up done on 6/9/2022
Oil change good for 3,000 more miles 
Inspection good till October 2022
Serviced regularly 
Price negotiable for serious buyers only!
",https://images.craigslist.org/00i0i_4RlcLXZA4vQz_0MM132_600x450.jpg
7505487068,2022-07-06 14:19,2009 Toyota Tacoma off road w/plow,"$15,500", (Ringoes),https://cnj.craigslist.org/cto/d/ringoes-2009-toyota-tacoma-off-road-plow/7505487068.html,"QR Code Link to This Post
Truck has around 132k miles and is a 6 speed manual. Off road package with Bilstein shocks, diff lock, and a-trac system. Over the last year or so it’s had new spark plugs, serpentine belt, all pulley bearings replaced, alternator, tires, muffler, cv axle (ripped boot), upper ball joints, front brakes/calipers/rotors, and oil changed. Also comes with 4 steel rims and a Meyer poly plow. Plow is 78” and only used for my father’s driveway (a tad longer than a football field). Plow was put on after I got the truck and stored indoors, and used maybe 6 times over the years . Truck was my daily driver but growing family has lead to a new vehicle. 
Any body issues are pictured and are an easy fix. Tailgate is a bit dented and the rear bumper is getting rust. A/C could use a recharge also.Please know how to drive a manual or bring someone who does. My time is valuable so please don’t waste it. Any questions, please ask.
",https://images.craigslist.org/00000_8JwKIlvvdoz_0CI0t2_600x450.jpg
7505485393,2022-07-06 14:16,2008 INFINITI FX35,"$7,900", (new brunswick),https://cnj.craigslist.org/cto/d/new-brunswick-2008-infiniti-fx35/7505485393.html,"QR Code Link to This Post
OVERALL CONDITION OF THIS VEHICLE IS GREAT RUNS / DRIVES EXCELLENT,PLEASE REVIEW ALL PICTURES DILIGENTLY - BUY WITH CONFIDENCE AND COMPLETE TRANSPARENCY IF YOU HAVE ANY QUESTION FEEL FREE TO CALL ME@  show contact info
 AND TALK TO jose.
",https://images.craigslist.org/00s0s_93Z7KdHPL7xz_0CI0t2_600x450.jpg
7505485085,2022-07-06 14:16,2015 Kia Sorento SX,"$11,900", (new brunswick),https://cnj.craigslist.org/cto/d/new-brunswick-2015-kia-sorento-sx/7505485085.html,"QR Code Link to This Post
OVERALL CONDITION OF THIS VEHICLE IS GREAT RUNS / DRIVES EXCELLENT,PLEASE REVIEW ALL PICTURES DILIGENTLY - BUY WITH CONFIDENCE AND COMPLETE TRANSPARENCY IF YOU HAVE ANY QUESTION FEEL FREE TO CALL ME@  show contact info
 AND TALK TO jose.
",https://images.craigslist.org/00r0r_4Rop7rUwecCz_0CI0t2_600x450.jpg
7505477886,2022-07-06 14:03,1999 Lexus GS300,"$3,900", (Howell),https://cnj.craigslist.org/cto/d/howell-1999-lexus-gs300/7505477886.html,"QR Code Link to This Post
I have a nice running 1999 Lexus GS300 for sale. The car runs and drives great. Clean title. Am asking $3900 will take the best offer. If interested call me at  show contact info",https://images.craigslist.org/00s0s_gmu4oqJU36vz_0CI0t2_600x450.jpg
7505477686,2022-07-06 14:02,Toyota Camry 2009 - Clean Title Low Mileage,"$11,000", (Plainsboro Township),https://cnj.craigslist.org/cto/d/plainsboro-toyota-camry-clean-title-low/7505477686.html,"QR Code Link to This Post
Clean title, low mileage. Never had a major or a moderate accident. Some physical damages other than that it drives smoothly. Come check out any time.
",https://images.craigslist.org/00R0R_2gzmSsWpfLfz_1320MM_600x450.jpg
7505475953,2022-07-06 13:59,2005 Honda Odyssey,"$1,800", (Keyport NJ),https://cnj.craigslist.org/cto/d/keyport-2005-honda-odyssey/7505475953.html,"QR Code Link to This Post
No rust , body excellent condition,power windows sunroof, middle row seat. AC, transmission excellent runs well, but Engine burning some oil I check it weekly. Still in use to get to work . Make me an offer as is.
",https://images.craigslist.org/00a0a_izYb9fWKt8Dz_0CI0t2_600x450.jpg
